system:time_start,NDVI for pixel Lon:120.42 Lat:63.35
"Jul 17, 2016",0.806
"Jul 17, 2016",0.782
"Jul 19, 2016",0.689
"Jul 26, 2016",
"Aug 2, 2016",
"Aug 2, 2016",
"Aug 4, 2016",
"Aug 11, 2016",0.792
"Aug 18, 2016",0.673
"Aug 18, 2016",0.724
"Aug 20, 2016",
"Aug 27, 2016",
"Sep 3, 2016",
"Sep 3, 2016",
"Sep 5, 2016",
"Sep 12, 2016",0.352
"Sep 19, 2016",0.251
"Sep 19, 2016",
"Sep 21, 2016",
"Sep 28, 2016",
"Oct 14, 2016",
"Oct 21, 2016",
"Oct 21, 2016",
"Feb 19, 2017",
"Feb 26, 2017",
"Feb 26, 2017",
"Feb 28, 2017",
"Apr 15, 2017",
"Apr 24, 2017",
"May 1, 2017",
"May 3, 2017",
"May 19, 2017",
"May 26, 2017",
"Jun 2, 2017",0.62
"Jun 2, 2017",0.666
"Jun 4, 2017",
"Jun 11, 2017",
"Jun 18, 2017",0.761
"Jun 18, 2017",0.782
"Jun 20, 2017",
"Jun 27, 2017",
"Jul 13, 2017",
"Jul 20, 2017",
"Jul 20, 2017",0.814
"Jul 22, 2017",0.727
"Jul 29, 2017",0.753
"Aug 5, 2017",0.746
"Aug 5, 2017",0.735
"Aug 7, 2017",
"Aug 14, 2017",0.737
"Aug 21, 2017",
"Aug 21, 2017",
"Aug 23, 2017",
"Aug 30, 2017",0.735
"Sep 6, 2017",
"Sep 8, 2017",0.567
"Sep 15, 2017",
"Sep 22, 2017",0.246
"Sep 22, 2017",0.305
"Oct 10, 2017",
"Oct 17, 2017",
"Oct 26, 2017",
"Feb 22, 2018",
"Mar 1, 2018",
"Mar 3, 2018",
"Mar 10, 2018",
"Mar 17, 2018",
"Mar 17, 2018",
"Mar 19, 2018",
"Apr 2, 2018",
"Apr 2, 2018",
"Apr 4, 2018",
"May 4, 2018",
"May 4, 2018",
"May 6, 2018",
"May 20, 2018",
"May 20, 2018",
"May 22, 2018",
"May 29, 2018",
"Jun 5, 2018",0.723
"Jun 5, 2018",0.737
"Jun 7, 2018",0.712
"Jun 14, 2018",
"Jun 21, 2018",
"Jun 21, 2018",
"Jun 23, 2018",0.665
"Jun 30, 2018",0.762
"Jul 7, 2018",0.758
"Jul 7, 2018",0.766
"Jul 9, 2018",
"Jul 16, 2018",
"Jul 23, 2018",0.79
"Jul 23, 2018",0.797
"Jul 25, 2018",0.745
"Aug 8, 2018",0.727
"Aug 8, 2018",0.724
"Aug 10, 2018",
"Aug 17, 2018",
"Aug 24, 2018",
"Aug 26, 2018",0.702
"Sep 2, 2018",
"Sep 9, 2018",0.641
"Sep 9, 2018",0.597
