system:time_start,NDVI for pixel Lon:-110.54 Lat:31.34
"Nov 13, 2002",0.175
"Nov 20, 2002",0.204
"Dec 15, 2002",
"Dec 22, 2002",
"Dec 31, 2002",0.165
"Jan 7, 2003",0.153
"Jan 16, 2003",0.144
"Jan 23, 2003",0.12
"Feb 1, 2003",0.136
"Feb 8, 2003",
"Feb 17, 2003",0.125
"Feb 24, 2003",
"Mar 5, 2003",
"Mar 12, 2003",0.139
"Mar 21, 2003",
"Mar 28, 2003",0.175
"Apr 6, 2003",0.153
"Apr 13, 2003",0.183
"Apr 22, 2003",0.146
"Apr 29, 2003",0.16
"May 8, 2003",0.14
"May 15, 2003",0.159
"May 24, 2003",0.14
"May 31, 2003",0.156
"Jun 9, 2003",0.152
"Jun 16, 2003",
"Jun 25, 2003",0.154
"Jul 2, 2003",0.142
"Jul 11, 2003",
"Jul 18, 2003",
"Jul 27, 2003",
"Aug 3, 2003",
"Aug 12, 2003",0.348
"Aug 19, 2003",
"Sep 4, 2003",0.441
"Sep 13, 2003",0.306
"Sep 29, 2003",0.23
"Oct 6, 2003",0.204
"Oct 15, 2003",0.213
"Oct 22, 2003",0.238
"Oct 31, 2003",0.185
"Nov 7, 2003",0.191
"Nov 16, 2003",0.164
"Nov 23, 2003",0.157
"Dec 2, 2003",0.141
"Dec 9, 2003",0.181
"Dec 18, 2003",0.139
"Dec 25, 2003",0.16
"Jan 3, 2004",0.155
"Jan 10, 2004",
"Jan 19, 2004",0.138
"Jan 26, 2004",0.142
"Feb 11, 2004",0.128
"Feb 20, 2004",
"Mar 7, 2004",0.116
"Mar 14, 2004",0.139
"Mar 30, 2004",0.167
"Apr 8, 2004",0.184
"Apr 15, 2004",0.188
"Apr 24, 2004",0.207
"May 1, 2004",0.227
"May 10, 2004",0.153
"May 17, 2004",0.18
"May 26, 2004",
"Jun 2, 2004",0.171
"Jun 11, 2004",0.155
"Jun 18, 2004",0.17
"Jun 27, 2004",
"Jul 4, 2004",0.152
"Jul 13, 2004",0.206
"Jul 20, 2004",0.314
"Jul 29, 2004",0.422
"Aug 5, 2004",
"Aug 14, 2004",0.465
"Aug 21, 2004",0.405
"Aug 30, 2004",0.298
"Sep 6, 2004",0.322
"Sep 15, 2004",0.225
"Sep 22, 2004",0.248
"Oct 1, 2004",0.2
"Oct 8, 2004",0.207
"Oct 17, 2004",
"Oct 24, 2004",
"Nov 2, 2004",0.153
"Nov 9, 2004",0.169
"Nov 18, 2004",
"Nov 25, 2004",0.146
"Dec 11, 2004",0.137
"Dec 20, 2004",0.111
"Dec 27, 2004",
"Jan 5, 2005",
"Jan 12, 2005",0.122
"Jan 28, 2005",0.115
"Feb 13, 2005",0.138
"Feb 22, 2005",
"Mar 1, 2005",0.138
"Mar 10, 2005",0.132
"Mar 17, 2005",0.15
"Mar 26, 2005",0.152
"Apr 2, 2005",0.163
"Apr 11, 2005",0.155
"Apr 18, 2005",0.182
"Apr 27, 2005",0.159
"May 4, 2005",0.157
"May 13, 2005",0.131
"May 20, 2005",0.132
"May 29, 2005",
"Jun 5, 2005",0.144
"Jun 14, 2005",0.127
"Jun 21, 2005",0.144
"Jun 30, 2005",0.124
"Jul 7, 2005",0.133
"Jul 16, 2005",0.128
"Jul 23, 2005",
"Aug 1, 2005",0.236
"Aug 8, 2005",0.352
"Aug 17, 2005",0.418
"Aug 24, 2005",0.481
"Sep 2, 2005",
"Sep 9, 2005",
"Sep 18, 2005",0.404
"Sep 25, 2005",0.375
"Oct 4, 2005",0.273
"Oct 11, 2005",0.271
"Oct 20, 2005",0.242
"Nov 5, 2005",0.19
"Nov 12, 2005",0.198
"Nov 21, 2005",0.175
"Jan 15, 2006",0.146
"Jan 24, 2006",
"Jan 31, 2006",0.141
"Feb 9, 2006",
"Feb 16, 2006",0.129
"Feb 25, 2006",0.111
"Mar 4, 2006",0.123
"Mar 13, 2006",0.108
"Apr 5, 2006",0.102
"Apr 14, 2006",
"Apr 21, 2006",0.078
"Apr 30, 2006",0.106
"May 7, 2006",0.118
"May 16, 2006",0.094
"May 23, 2006",0.114
"Jun 1, 2006",0.11
"Jun 8, 2006",0.125
"Jun 17, 2006",0.115
"Jun 24, 2006",
"Jul 3, 2006",0.127
"Jul 19, 2006",0.213
"Jul 26, 2006",0.213
"Aug 11, 2006",
"Aug 20, 2006",
"Aug 27, 2006",0.588
"Sep 12, 2006",
"Sep 21, 2006",
"Sep 28, 2006",0.359
"Oct 7, 2006",
"Oct 14, 2006",
"Oct 23, 2006",
"Oct 30, 2006",0.249
"Nov 8, 2006",0.22
"Nov 15, 2006",
"Nov 24, 2006",0.188
"Dec 1, 2006",
"Dec 10, 2006",0.187
"Dec 17, 2006",
"Dec 26, 2006",0.175
"Jan 27, 2007",0.152
"Feb 12, 2007",0.147
"Feb 28, 2007",0.139
"Mar 16, 2007",0.138
"Apr 1, 2007",0.141
"Apr 17, 2007",0.162
"May 3, 2007",0.166
"May 19, 2007",0.172
"May 26, 2007",
"Jun 11, 2007",
"Jun 20, 2007",0.158
"Jun 27, 2007",0.145
"Jul 6, 2007",0.155
"Jul 13, 2007",
"Jul 22, 2007",
"Jul 29, 2007",0.346
"Aug 7, 2007",
"Aug 14, 2007",0.391
"Aug 23, 2007",0.467
"Aug 30, 2007",0.474
"Sep 8, 2007",0.384
"Sep 15, 2007",0.327
"Sep 24, 2007",0.21
"Jan 21, 2008",0.132
"Feb 6, 2008",0.14
"Feb 22, 2008",
"Mar 2, 2008",0.126
"Mar 9, 2008",0.123
"Mar 18, 2008",0.138
"Mar 25, 2008",0.143
"Apr 3, 2008",0.144
"Apr 10, 2008",0.15
"Apr 19, 2008",0.141
"Apr 26, 2008",0.143
"May 5, 2008",0.139
"May 12, 2008",0.147
"May 21, 2008",0.143
"May 28, 2008",0.144
"Jun 6, 2008",0.131
"Jun 22, 2008",0.123
"Jun 29, 2008",
"Jul 8, 2008",0.231
"Jul 15, 2008",0.431
"Jul 24, 2008",
"Jul 31, 2008",0.502
"Aug 9, 2008",
"Aug 16, 2008",0.54
"Sep 1, 2008",0.557
"Sep 10, 2008",0.436
"Sep 17, 2008",0.464
"Sep 26, 2008",0.383
"Oct 3, 2008",
"Oct 12, 2008",0.307
"Oct 28, 2008",0.226
"Nov 4, 2008",
"Nov 13, 2008",0.179
"Nov 20, 2008",0.188
"Nov 29, 2008",0.162
"Dec 6, 2008",0.156
"Dec 15, 2008",0.128
"Dec 22, 2008",0.152
"Dec 31, 2008",0.105
"Jan 7, 2009",0.125
"Jan 16, 2009",0.115
"Feb 1, 2009",0.1
"Feb 17, 2009",0.087
"Feb 24, 2009",0.107
"Mar 5, 2009",
"Mar 12, 2009",0.099
"Mar 21, 2009",0.102
"Mar 28, 2009",0.097
"Apr 6, 2009",0.107
"Apr 13, 2009",0.127
"Apr 22, 2009",
"Apr 29, 2009",0.113
"May 8, 2009",0.104
"May 15, 2009",0.113
"May 24, 2009",0.118
"May 31, 2009",0.126
"Jun 9, 2009",
"Jun 16, 2009",0.128
"Jun 25, 2009",
"Jul 2, 2009",
"Jul 11, 2009",0.208
"Jul 18, 2009",
"Jul 27, 2009",0.319
"Aug 3, 2009",0.369
"Aug 12, 2009",
"Aug 19, 2009",
"Aug 28, 2009",0.44
"Sep 4, 2009",0.387
"Sep 13, 2009",0.441
"Sep 20, 2009",0.382
"Sep 29, 2009",0.28
"Oct 6, 2009",
"Oct 15, 2009",0.244
"Oct 22, 2009",0.232
"Oct 31, 2009",0.172
"Nov 7, 2009",0.14
"Nov 16, 2009",0.157
"Nov 23, 2009",0.168
"Dec 2, 2009",0.166
"Dec 9, 2009",0.149
"Dec 18, 2009",0.148
"Jan 10, 2010",
"Jan 19, 2010",
"Jan 26, 2010",
"Feb 4, 2010",0.114
"Feb 11, 2010",
"Feb 20, 2010",
"Mar 15, 2010",0.114
"Mar 24, 2010",0.094
"Mar 31, 2010",0.106
"Apr 9, 2010",0.112
"Apr 16, 2010",
"Apr 25, 2010",0.157
"May 2, 2010",0.171
"May 11, 2010",0.168
"May 18, 2010",0.183
"May 27, 2010",0.16
"Jun 3, 2010",0.172
"Jun 12, 2010",0.161
"Jun 19, 2010",0.164
"Jun 28, 2010",0.151
"Jul 5, 2010",0.168
"Jul 14, 2010",
"Jul 21, 2010",0.206
"Jul 30, 2010",
"Aug 6, 2010",
"Aug 15, 2010",0.444
"Aug 22, 2010",0.502
"Aug 31, 2010",0.564
"Sep 7, 2010",
"Sep 16, 2010",0.505
"Sep 23, 2010",0.492
"Oct 2, 2010",0.375
"Oct 9, 2010",0.35
"Oct 18, 2010",0.281
"Oct 25, 2010",0.216
"Nov 3, 2010",0.211
"Nov 10, 2010",0.197
"Nov 19, 2010",0.181
"Nov 26, 2010",0.182
"Dec 5, 2010",0.161
"Dec 12, 2010",0.188
"Dec 21, 2010",0.166
"Dec 28, 2010",0.189
"Jan 6, 2011",
"Jan 13, 2011",0.15
"Jan 22, 2011",0.128
"Jan 29, 2011",0.139
"Feb 7, 2011",0.13
"Feb 14, 2011",0.131
"Mar 2, 2011",0.139
"Mar 11, 2011",0.115
"Mar 18, 2011",0.132
"Mar 27, 2011",0.122
"Apr 3, 2011",0.128
"Apr 12, 2011",0.112
"Apr 19, 2011",0.119
"Apr 28, 2011",0.114
"May 5, 2011",
"May 14, 2011",0.111
"May 21, 2011",0.11
"May 30, 2011",0.114
"Jun 6, 2011",0.121
"Jun 15, 2011",0.118
"Jun 22, 2011",0.124
"Jul 1, 2011",0.14
"Jul 8, 2011",
"Jul 17, 2011",
"Jul 24, 2011",
"Aug 2, 2011",0.206
"Aug 9, 2011",
"Aug 18, 2011",0.406
"Aug 25, 2011",0.439
"Sep 3, 2011",0.337
"Sep 10, 2011",0.367
"Sep 19, 2011",0.33
"Sep 26, 2011",0.274
"Oct 5, 2011",0.244
"Oct 12, 2011",0.224
"Oct 21, 2011",0.192
"Oct 28, 2011",0.194
"Nov 6, 2011",0.184
