date,ndvi
"Dec 10, 2003",0.482
"Dec 26, 2003",
"Jan 11, 2004",
"Jan 27, 2004",
"Feb 12, 2004",
"Mar 15, 2004",0.462
"Mar 31, 2004",
"Apr 16, 2004",0.503
"May 2, 2004",0.517
"May 18, 2004",0.548
"Jun 3, 2004",0.445
"Jun 19, 2004",0.552
"Jul 5, 2004",0.544
"Jul 21, 2004",0.55
"Aug 6, 2004",
"Aug 22, 2004",0.593
"Sep 7, 2004",0.567
"Sep 23, 2004",0.587
"Oct 9, 2004",0.587
"Oct 25, 2004",
"Nov 10, 2004",0.579
"Nov 26, 2004",
"Dec 12, 2004",0.388
"Dec 28, 2004",0.405
"Jan 13, 2005",
"Jan 29, 2005",
"Feb 14, 2005",0.177
"Mar 2, 2005",
"Mar 18, 2005",
"Apr 3, 2005",0.477
"Apr 19, 2005",0.489
"May 5, 2005",0.514
"May 21, 2005",0.488
"Jun 6, 2005",0.563
"Jun 22, 2005",0.555
"Jul 8, 2005",
"Jul 24, 2005",
"Aug 9, 2005",
"Aug 25, 2005",
"Sep 10, 2005",
"Sep 26, 2005",0.612
"Oct 12, 2005",0.586
"Oct 28, 2005",0.533
"Nov 13, 2005",0.573
"Nov 29, 2005",0.573
"Dec 15, 2005",
"Dec 31, 2005",
"Jan 16, 2006",
"Feb 1, 2006",0.536
"Feb 17, 2006",
"Mar 5, 2006",0.511
"Mar 21, 2006",
"Apr 6, 2006",0.525
"Apr 22, 2006",
"May 8, 2006",0.447
"May 24, 2006",0.53
"Jun 9, 2006",
"Jun 25, 2006",
"Jul 11, 2006",0.478
"Aug 12, 2006",
"Aug 28, 2006",
"Sep 13, 2006",
"Sep 29, 2006",
"Oct 15, 2006",
"Oct 31, 2006",0.37
"Nov 16, 2006",0.56
"Dec 2, 2006",0.565
"Dec 18, 2006",
"Jan 3, 2007",0.199
"Jan 19, 2007",
"Feb 4, 2007",0.245
"Feb 20, 2007",
"Mar 8, 2007",
"Mar 24, 2007",
"Apr 9, 2007",0.463
"Apr 25, 2007",0.53
"May 11, 2007",
"May 27, 2007",
"Jun 12, 2007",0.559
"Jun 28, 2007",
"Jul 14, 2007",
"Jul 30, 2007",
"Aug 15, 2007",
"Aug 31, 2007",
"Sep 16, 2007",
"Oct 18, 2007",0.559
"Nov 3, 2007",0.517
"Nov 19, 2007",0.588
"Dec 5, 2007",0.592
"Dec 21, 2007",
"Jan 6, 2008",
"Jan 22, 2008",0.502
"Feb 7, 2008",0.105
"Feb 23, 2008",0.558
"Mar 10, 2008",0.495
"Mar 26, 2008",0.518
"Apr 11, 2008",0.509
"Apr 27, 2008",0.485
"May 13, 2008",0.485
"May 29, 2008",0.544
"Jun 14, 2008",0.508
"Jun 30, 2008",0.509
"Jul 16, 2008",0.569
"Aug 1, 2008",
"Aug 17, 2008",
"Sep 2, 2008",
"Sep 18, 2008",
"Oct 4, 2008",0.413
"Oct 20, 2008",0.558
"Nov 5, 2008",0.55
"Nov 21, 2008",0.551
"Dec 7, 2008",
"Dec 23, 2008",
"Jan 8, 2009",0.373
"Jan 24, 2009",
"Feb 9, 2009",
"Feb 25, 2009",0.552
"Mar 13, 2009",
"Mar 29, 2009",0.502
"Apr 14, 2009",0.496
"Apr 30, 2009",0.484
"May 16, 2009",0.502
"Jun 1, 2009",0.53
"Jun 17, 2009",0.548
"Jul 3, 2009",
"Jul 19, 2009",0.588
"Aug 4, 2009",0.584
"Aug 20, 2009",0.601
"Sep 5, 2009",
"Sep 21, 2009",0.598
"Oct 23, 2009",0.57
"Nov 8, 2009",0.563
"Nov 24, 2009",0.578
"Dec 10, 2009",0.022
"Dec 26, 2009",0.092
"Jan 11, 2010",0.307
"Feb 12, 2010",0.162
"Mar 16, 2010",
"Apr 1, 2010",
"Apr 17, 2010",
"May 3, 2010",0.483
"May 19, 2010",0.543
"Jun 4, 2010",0.54
"Jun 20, 2010",0.557
"Jul 6, 2010",0.516
"Jul 22, 2010",
"Aug 7, 2010",0.442
"Aug 23, 2010",
"Sep 8, 2010",0.662
"Sep 24, 2010",0.621
"Oct 10, 2010",0.58
"Oct 26, 2010",0.531
"Nov 11, 2010",0.586
"Nov 27, 2010",0.476
"Dec 13, 2010",0.604
"Dec 29, 2010",0.454
"Jan 14, 2011",0.451
"Jan 30, 2011",0.572
"Feb 15, 2011",0.573
"Mar 3, 2011",0.559
"Mar 19, 2011",0.573
"Apr 4, 2011",0.529
"Apr 20, 2011",0.495
"May 6, 2011",0.553
"May 22, 2011",0.405
"Jun 7, 2011",0.432
"Jun 23, 2011",0.422
"Jul 9, 2011",
"Jul 25, 2011",
"Aug 10, 2011",
"Aug 26, 2011",0.458
"Sep 11, 2011",0.529
"Sep 27, 2011",
"Oct 13, 2011",0.491
"Oct 29, 2011",0.425
"Nov 14, 2011",
"Nov 30, 2011",0.511
"Dec 16, 2011",0.064
"Jan 1, 2012",
"Jan 17, 2012",0.097
"Feb 2, 2012",0.497
"Feb 18, 2012",0.106
"Mar 5, 2012",0.498
"Mar 21, 2012",-0.581
"Apr 6, 2012",0.394
"Apr 22, 2012",0.432
"May 8, 2012",0.446
"May 24, 2012",0.475
"Jun 9, 2012",0.503
"Jun 25, 2012",
"Jul 11, 2012",
"Jul 27, 2012",0.582
"Aug 12, 2012",0.504
"Aug 28, 2012",0.542
"Sep 13, 2012",
"Sep 29, 2012",0.506
"Oct 15, 2012",
"Oct 31, 2012",0.515
"Nov 16, 2012",
"Dec 2, 2012",0.502
"Dec 18, 2012",
"Jan 3, 2013",
"Jan 19, 2013",
"Feb 4, 2013",
"Feb 20, 2013",
"Mar 8, 2013",
"Mar 24, 2013",0.471
"Apr 9, 2013",
"Apr 25, 2013",0.435
"May 11, 2013",
"May 27, 2013",
"Jun 12, 2013",0.461
"Jun 28, 2013",0.434
"Jul 14, 2013",
"Jul 30, 2013",0.532
"Aug 15, 2013",0.563
"Aug 31, 2013",
"Sep 16, 2013",0.514
"Oct 2, 2013",0.497
"Oct 18, 2013",0.486
"Nov 3, 2013",
"Nov 19, 2013",0.507
"Jan 6, 2014",0.535
"Jan 22, 2014",0.394
"Feb 7, 2014",
"Feb 23, 2014",0.405
"Mar 11, 2014",0.487
"Mar 27, 2014",0.468
"Apr 12, 2014",
"Apr 28, 2014",0.451
"May 14, 2014",0.434
"May 30, 2014",
"Jun 15, 2014",0.498
"Jul 1, 2014",0.475
"Jul 17, 2014",0.545
"Aug 18, 2014",0.534
"Sep 3, 2014",
"Sep 19, 2014",
"Oct 5, 2014",0.542
"Oct 21, 2014",0.502
"Nov 6, 2014",0.465
"Nov 22, 2014",0.495
"Dec 8, 2014",0.364
"Dec 24, 2014",
"Jan 9, 2015",
"Jan 25, 2015",
"Feb 26, 2015",0.438
"Mar 14, 2015",
"Mar 30, 2015",
"Apr 15, 2015",0.358
"May 1, 2015",0.465
"May 17, 2015",0.448
"Jun 2, 2015",0.483
"Jun 18, 2015",0.39
"Jul 4, 2015",
"Jul 20, 2015",
"Aug 5, 2015",0.557
"Aug 21, 2015",
"Sep 6, 2015",
"Oct 8, 2015",
"Oct 24, 2015",0.54
"Nov 9, 2015",0.504
"Nov 25, 2015",
"Dec 11, 2015",
"Dec 27, 2015",
"Jan 12, 2016",0.158
"Jan 28, 2016",0.049
"Feb 13, 2016",0.421
"Feb 29, 2016",0.484
"Mar 16, 2016",0.47
"Apr 1, 2016",
"Apr 17, 2016",0.394
"May 3, 2016",0.442
"May 19, 2016",
"Jun 20, 2016",0.54
"Jul 6, 2016",
"Jul 22, 2016",0.58
"Aug 7, 2016",0.56
"Aug 23, 2016",0.583
"Sep 24, 2016",
"Oct 10, 2016",0.515
"Oct 26, 2016",0.512
"Nov 11, 2016",0.429
"Nov 27, 2016",
"Dec 13, 2016",0.451
"Jan 14, 2017",0.55
"Jan 30, 2017",-0.523
"Feb 15, 2017",0.06
"Mar 19, 2017",0.467
"Apr 4, 2017",0.457
"Apr 20, 2017",0.448
"May 6, 2017",0.446
"May 22, 2017",
"Jun 7, 2017",
"Jun 23, 2017",
"Jul 9, 2017",
"Jul 25, 2017",
"Aug 10, 2017",0.484
"Aug 26, 2017",
"Sep 11, 2017",0.508
"Sep 27, 2017",
"Oct 13, 2017",
"Oct 29, 2017",0.478
"Nov 14, 2017",0.425
"Nov 30, 2017",
"Dec 16, 2017",0.489
"Jan 1, 2018",0.476
"Jan 17, 2018",0.503
"Feb 18, 2018",
"Mar 22, 2018",0.447
"Apr 7, 2018",0.321
