date,ndvi
07/01/14,0.251
07/17/14,0.32
08/18/14,0.35
09/03/14,0.357
09/19/14,
10/05/14,0.29
10/21/14,0.26
11/06/14,
11/22/14,0.196
12/08/14,0.18
12/24/14,-0.299
01/09/15,
01/25/15,
02/26/15,
03/14/15,-0.045
03/30/15,
04/15/15,0.148
05/01/15,0.172
05/17/15,0.165
06/02/15,0.226
06/18/15,0.308
07/04/15,
07/20/15,0.486
08/05/15,0.356
08/21/15,
09/06/15,
09/22/15,
10/08/15,0.322
10/24/15,0.27
11/09/15,0.212
11/25/15,
12/11/15,0.106
12/27/15,-0.138
01/12/16,-0.128
01/28/16,-0.265
02/13/16,-0.279
02/29/16,-0.052
03/16/16,0.136
04/01/16,
04/17/16,
05/03/16,
05/19/16,
06/20/16,0.301
07/06/16,0.319
07/22/16,0.39
08/07/16,0.386
08/23/16,0.412
09/08/16,0.354
09/24/16,0.305
10/10/16,0.261
10/26/16,0.23
11/11/16,0.218
11/27/16,0.183
12/13/16,
12/29/16,
01/14/17,
01/30/17,-0.165
02/15/17,-0.22
03/03/17,
03/19/17,0.099
04/04/17,0.131
04/20/17,0.166
05/06/17,0.197
05/22/17,0.204
06/07/17,0.261
06/23/17,0.187
07/09/17,
07/25/17,0.223
08/10/17,
09/11/17,0.316
09/27/17,
10/13/17,0.199
10/29/17,0.206
11/14/17,0.198
12/16/17,
01/01/18,0.161
01/17/18,0.088
02/02/18,
02/18/18,
03/06/18,-0.45
03/22/18,0.009
04/07/18,0.131
